game_name,agent_name,iteration,score,duration,natural_end,move_limit,turn_limit,supported,selected_heuristic,selected_agent,ensemble_size
"4 Squared",Ensemble,40,1,45,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared",Ensemble,41,1,55,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared",Ensemble,42,1,73,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared",Ensemble,43,1,49,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared",Ensemble,44,1,55,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared",Ensemble,45,1,37,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared",Ensemble,46,0,146,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared",Ensemble,47,1,55,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared",Ensemble,48,1,53,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared",Ensemble,49,1,59,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -1",0,1,45,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",1,1,41,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",2,1,57,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",3,1,49,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",4,1,35,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",5,1,49,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",6,1,53,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",7,1,45,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",8,1,49,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",9,1,63,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",10,1,59,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",11,1,43,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",12,1,55,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",13,1,51,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",14,1,39,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",15,1,63,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",16,1,75,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",17,1,57,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",18,0,46,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",19,1,37,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",20,1,47,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",21,1,49,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",22,1,55,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",23,1,49,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",24,1,43,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",25,1,51,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",26,1,41,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",27,1,61,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",28,1,43,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",29,1,57,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",30,1,41,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",31,1,41,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",32,1,49,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",33,1,41,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",34,1,55,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",35,1,43,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",36,1,75,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",37,1,45,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",38,1,47,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",39,1,45,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",40,1,45,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",41,1,49,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",42,1,43,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",43,1,45,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",44,1,41,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",45,1,51,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",46,1,53,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",47,1,49,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",48,1,45,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -1",49,1,43,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble -2",0,1,55,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",1,1,41,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",2,1,35,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",3,1,49,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",4,1,41,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",5,1,47,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",6,1,53,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",7,1,57,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",8,1,51,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",9,1,51,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",10,1,77,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",11,1,47,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",12,1,57,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",13,1,65,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",14,1,41,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",15,1,53,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",16,1,45,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",17,1,65,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",18,1,51,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",19,1,49,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",20,1,59,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",21,1,91,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",22,1,75,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",23,0,106,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",24,1,51,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",25,1,39,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",26,1,47,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",27,1,41,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",28,1,51,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",29,1,51,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",30,1,37,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",31,1,47,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",32,1,81,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",33,1,47,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",34,1,49,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",35,0,100,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",36,1,59,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",37,1,49,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",38,1,51,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",39,1,53,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",40,1,57,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",41,1,51,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",42,1,55,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",43,1,45,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",44,1,51,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",45,1,57,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",46,1,37,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",47,1,65,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",48,1,55,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble -2",49,1,45,1,0,0,1,UnthreatenedMaterialPos,-,5
"4 Squared","Ensemble 0",0,1,61,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",1,1,51,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",2,1,57,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",3,1,61,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",4,1,75,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",5,1,47,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",6,1,53,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",7,1,53,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",8,1,61,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",9,1,61,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",10,1,59,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",11,1,49,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",12,1,65,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",13,1,49,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",14,1,69,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",15,1,63,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",16,1,41,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",17,1,57,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",18,1,59,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",19,1,55,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",20,1,87,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",21,1,47,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",22,1,57,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",23,1,67,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",24,1,65,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",25,1,43,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",26,1,75,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",27,1,51,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",28,1,59,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",29,1,55,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",30,1,67,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",31,1,75,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",32,1,71,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",33,1,61,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",34,1,55,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",35,1,51,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",36,1,45,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",37,1,73,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",38,1,39,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",39,1,49,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",40,1,57,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",41,1,49,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",42,1,61,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",43,1,53,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",44,1,65,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",45,1,57,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",46,1,55,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",47,1,59,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",48,1,55,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared","Ensemble 0",49,1,73,1,0,0,1,UnthreatenedMaterialPos,Alpha-Beta,5
"4 Squared",MAST,0,1,55,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,1,0,82,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,2,0,92,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,3,1,73,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,4,1,81,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,5,0,106,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,6,1,131,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,7,1,105,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,8,1,99,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,9,1,99,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,10,0,72,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,11,0,60,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,12,1,157,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,13,0,82,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,14,0,44,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,15,0,100,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,16,1,109,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,17,1,71,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,18,1,81,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,19,0,102,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,20,1,83,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,21,0,102,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,22,1,97,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,23,0,76,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,24,1,103,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,25,1,1993,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,26,1,71,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,27,0,108,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,28,0,116,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,29,1,123,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,30,0,74,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,31,1,73,1,0,0,1,UnthreatenedMaterialPos,-,1
"4 Squared",MAST,32,1,83,1,0,0,1,UnthreatenedMaterialPos,-,1
