game_name,agent_name,iteration,score,duration,natural_end,move_limit,turn_limit,supported,selected_heuristic,selected_agent,ensemble_size
Annuvin,"Progressive History",47,0,78,1,0,0,1,MaterialPos,-,1
Annuvin,"Progressive History",48,1,93,1,0,0,1,MaterialPos,-,1
Annuvin,"Progressive History",49,1,75,1,0,0,1,MaterialPos,-,1
Annuvin,Random,0,0,54,1,0,0,1,MaterialPos,-,1
Annuvin,Random,1,0,70,1,0,0,1,MaterialPos,-,1
Annuvin,Random,2,0,95,1,0,0,1,MaterialPos,-,1
Annuvin,Random,3,0,48,1,0,0,1,MaterialPos,-,1
Annuvin,Random,4,0,64,1,0,0,1,MaterialPos,-,1
Annuvin,Random,5,0,62,1,0,0,1,MaterialPos,-,1
Annuvin,Random,6,0,107,1,0,0,1,MaterialPos,-,1
Annuvin,Random,7,0,66,1,0,0,1,MaterialPos,-,1
Annuvin,Random,8,0,76,1,0,0,1,MaterialPos,-,1
Annuvin,Random,9,0,78,1,0,0,1,MaterialPos,-,1
Annuvin,Random,10,0,55,1,0,0,1,MaterialPos,-,1
Annuvin,Random,11,0,101,1,0,0,1,MaterialPos,-,1
Annuvin,Random,12,0,75,1,0,0,1,MaterialPos,-,1
Annuvin,Random,13,0,71,1,0,0,1,MaterialPos,-,1
Annuvin,Random,14,0,71,1,0,0,1,MaterialPos,-,1
Annuvin,Random,15,0,48,1,0,0,1,MaterialPos,-,1
Annuvin,Random,16,0,95,1,0,0,1,MaterialPos,-,1
Annuvin,Random,17,0,70,1,0,0,1,MaterialPos,-,1
Annuvin,Random,18,0,77,1,0,0,1,MaterialPos,-,1
Annuvin,Random,19,0,92,1,0,0,1,MaterialPos,-,1
Annuvin,Random,20,0,111,1,0,0,1,MaterialPos,-,1
Annuvin,Random,21,0,96,1,0,0,1,MaterialPos,-,1
Annuvin,Random,22,0,54,1,0,0,1,MaterialPos,-,1
Annuvin,Random,23,0,109,1,0,0,1,MaterialPos,-,1
Annuvin,Random,24,0,70,1,0,0,1,MaterialPos,-,1
Annuvin,Random,25,0,64,1,0,0,1,MaterialPos,-,1
Annuvin,Random,26,0,49,1,0,0,1,MaterialPos,-,1
Annuvin,Random,27,0,80,1,0,0,1,MaterialPos,-,1
Annuvin,Random,28,0,107,1,0,0,1,MaterialPos,-,1
Annuvin,Random,29,0,55,1,0,0,1,MaterialPos,-,1
Annuvin,Random,30,0,96,1,0,0,1,MaterialPos,-,1
Annuvin,Random,31,0,68,1,0,0,1,MaterialPos,-,1
Annuvin,Random,32,0,88,1,0,0,1,MaterialPos,-,1
Annuvin,Random,33,0,66,1,0,0,1,MaterialPos,-,1
Annuvin,Random,34,0,56,1,0,0,1,MaterialPos,-,1
Annuvin,Random,35,0,115,1,0,0,1,MaterialPos,-,1
Annuvin,Random,36,0,82,1,0,0,1,MaterialPos,-,1
Annuvin,Random,37,0,47,1,0,0,1,MaterialPos,-,1
Annuvin,Random,38,0,48,1,0,0,1,MaterialPos,-,1
Annuvin,Random,39,0,93,1,0,0,1,MaterialPos,-,1
Annuvin,Random,40,0,81,1,0,0,1,MaterialPos,-,1
Annuvin,Random,41,0,54,1,0,0,1,MaterialPos,-,1
Annuvin,Random,42,0,92,1,0,0,1,MaterialPos,-,1
Annuvin,Random,43,0,67,1,0,0,1,MaterialPos,-,1
Annuvin,Random,44,0,80,1,0,0,1,MaterialPos,-,1
Annuvin,Random,45,0,131,1,0,0,1,MaterialPos,-,1
Annuvin,Random,46,0,64,1,0,0,1,MaterialPos,-,1
Annuvin,Random,47,0,57,1,0,0,1,MaterialPos,-,1
Annuvin,Random,48,0,75,1,0,0,1,MaterialPos,-,1
Annuvin,Random,49,0,66,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,0,0,77,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,1,1,44,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,2,0,46,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,3,1,51,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,4,0,84,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,5,1,90,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,6,1,86,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,7,1,71,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,8,1,95,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,9,0,69,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,10,0,57,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,11,0,71,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,12,1,102,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,13,0,90,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,14,1,75,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,15,1,73,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,16,0,64,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,17,1,57,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,18,1,47,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,19,0,82,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,20,0,71,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,21,0,78,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,22,0,74,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,23,0,103,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,24,0,41,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,25,0,80,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,26,1,68,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,27,1,85,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,28,1,50,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,29,0,60,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,30,0,52,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,31,0,70,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,32,0,71,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,33,0,84,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,34,1,74,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,35,0,50,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,36,1,84,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,37,0,70,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,38,0,42,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,39,1,96,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,40,0,72,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,41,1,51,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,42,0,54,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,43,1,32,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,44,1,79,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,45,1,52,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,46,1,53,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,47,1,74,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,48,1,50,1,0,0,1,MaterialPos,-,1
Annuvin,UCT,49,1,106,1,0,0,1,MaterialPos,-,1
"Astralesce and Constellation",Alpha-Beta,0,0,16,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,1,0,14,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,2,1,11,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,3,0,10,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,4,1,15,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,5,0,12,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,6,0,18,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,7,1,13,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,8,0,10,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,9,0,14,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,10,1,11,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,11,0,14,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,12,0,14,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,13,1,9,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,14,0,10,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,15,0,14,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,16,0,12,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,17,0,16,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,18,0,14,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,19,0,16,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,20,1,11,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,21,0,12,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,22,0,14,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,23,1,13,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,24,0,10,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,25,1,13,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,26,0,12,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,27,1,13,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,28,1,15,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,29,0,10,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,30,0,14,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,31,1,9,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,32,1,11,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,33,1,13,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,34,0,12,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,35,0,12,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,36,1,13,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,37,0,14,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,38,0,12,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,39,1,13,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,40,0,16,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,41,0,14,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,42,0,14,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,43,0,16,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,44,1,9,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,45,0,14,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,46,0,12,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,47,1,15,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,48,0,14,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Alpha-Beta,49,0,10,1,0,0,1,LineCompletionHeuristicPos,-,1
"Astralesce and Constellation",Ensemble,0,0,8,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,1,0,10,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,2,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,3,1,9,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,4,0,18,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,5,0,16,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,6,1,11,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,7,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,8,0,10,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,9,0,8,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,10,0,12,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,11,0,18,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,12,0,16,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,13,0,12,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,14,0,12,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,15,1,13,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,16,1,13,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,17,0,12,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,18,0,10,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,19,0,11,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,20,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,21,0,12,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,22,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,23,0,20,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,24,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,25,0,12,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,26,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,27,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,28,1,15,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,29,0,12,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,30,1,9,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,31,0,16,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,32,1,15,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,33,1,13,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,34,0,10,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,35,1,13,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,36,1,11,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,37,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,38,1,15,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,39,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,40,0,20,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,41,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,42,0,11,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,43,0,16,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,44,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,45,0,12,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,46,0,12,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,47,1,11,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,48,0,12,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation",Ensemble,49,0,16,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -1",0,0,18,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",1,1,15,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",2,0,15,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",3,1,13,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",4,1,11,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",5,1,13,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",6,1,13,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",7,0,12,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",8,1,12,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",9,1,11,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",10,1,9,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",11,1,11,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",12,1,9,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",13,1,10,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",14,1,15,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",15,1,13,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",16,1,11,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",17,1,13,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",18,1,11,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",19,0,11,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",20,1,9,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",21,1,15,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",22,1,11,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",23,0,16,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",24,1,15,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",25,1,9,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",26,0,14,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",27,1,17,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",28,1,15,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",29,1,9,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",30,0,10,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",31,0,20,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",32,0,12,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",33,0,14,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",34,1,11,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",35,0,18,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",36,1,15,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",37,0,18,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",38,1,15,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",39,1,11,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",40,1,17,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",41,0,16,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",42,1,13,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",43,1,15,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",44,1,17,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",45,1,15,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",46,0,14,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",47,1,13,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",48,1,9,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -1",49,0,12,1,0,0,1,LineCompletionHeuristicPos,MC-GRAVE,5
"Astralesce and Constellation","Ensemble -2",0,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",1,0,12,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",2,1,11,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",3,0,12,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",4,0,13,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",5,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",6,1,13,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",7,0,16,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",8,1,11,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",9,0,20,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",10,0,16,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",11,1,11,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",12,1,15,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",13,0,8,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",14,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",15,1,11,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",16,1,12,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",17,1,11,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",18,0,10,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",19,1,9,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",20,0,10,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",21,0,20,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",22,1,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",23,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",24,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",25,1,11,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",26,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",27,0,16,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",28,1,13,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",29,1,15,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",30,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",31,1,11,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",32,1,15,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",33,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",34,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",35,0,12,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",36,1,13,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",37,0,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",38,0,16,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",39,0,12,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",40,1,14,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",41,1,11,1,0,0,1,LineCompletionHeuristicPos,-,5
"Astralesce and Constellation","Ensemble -2",42,1,15,1,0,0,1,LineCompletionHeuristicPos,-,5
